ResponseID,Cond,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Stim->,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,w26,w27,w28,w29,w30,w31,w32,w33,w34,w35,w36,Race,Age,Gender
R_2dA3qLnfqljCiOI,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,5,7,6,7,7,7,7,6,7,7,7,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,5,7,7,7,1,4,4,4,4,5,5,5,5,4,4,4,4,4,4,5,5,4,4,4,5,5,4,5,5,5,5,5,4,5,4,4,5,5,5,5,4,4,3,5,5,4,4,5,5,5,5,5,4,5,4,4,4,5,5,5,4,5,4,4,5,5,5,4,5,4,4,5,4,4,4,5,5,white,60,female
R_2SrE3J6GvdlZWqb,humanlike,1,6,7,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,6,6,7,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,6,6,1,6,5,5,6,6,7,7,7,7,7,6,6,4,6,7,6,7,7,7,7,6,7,4,7,7,7,7,6,7,6,7,6,7,6,4,7,7,7,5,6,4,5,5,6,6,7,7,7,7,4,6,6,6,7,6,6,7,5,7,7,7,7,7,6,7,7,7,7,6,7,6,7,White,25,Female
R_XRNBMwSJ2wfvEYN,humanlike,1,3,4,3,4,4,4,4,4,5,5,6,5,3,2,5,3,4,5,7,7,4,4,5,3,4,6,2,3,6,5,5,5,2,4,2,6,4,3,5,5,5,5,4,4,4,3,5,5,4,5,4,3,4,4,5,4,6,6,4,5,5,4,5,6,2,4,5,6,7,4,5,4,1,4,5,4,5,5,7,5,5,4,6,4,6,6,4,5,4,5,4,4,4,2,4,2,3,4,5,6,3,3,5,5,4,5,4,5,4,6,6,4,4,5,3,5,5,4,5,4,5,4,4,3,3,6,5,4,2,4,4,5,3,5,5,5,5,3,4,7,4,6,3,7,5,Caucasian,19,male
R_3GwxeemGfYD6UFT,humanlike,1,4,6,4,5,5,5,5,5,5,4,5,5,5,5,4,6,5,5,5,5,6,5,6,6,5,5,6,6,6,5,6,6,6,5,4,6,4,5,4,4,6,5,6,5,4,5,5,4,5,3,4,5,4,4,5,6,5,6,5,6,7,5,6,6,6,7,6,6,5,5,6,6,1,6,6,5,6,6,5,6,6,5,6,6,6,6,5,6,6,7,6,5,4,4,5,4,5,5,5,4,3,6,5,3,4,4,5,6,3,5,6,6,5,6,6,6,5,6,6,6,5,6,6,6,6,5,6,3,4,5,5,4,5,5,5,6,4,6,4,4,4,5,5,5,5,whte,26,m
R_3pbSosWUd1kACM5,humanlike,1,7,7,7,7,6,7,7,5,7,7,7,7,6,7,7,7,7,7,7,7,3,4,4,3,7,6,7,3,7,5,4,6,7,7,5,5,7,6,7,7,3,7,6,7,7,7,7,7,7,5,6,7,7,7,6,7,7,5,7,5,7,7,7,7,6,7,6,7,6,7,5,7,1,5,4,6,7,4,6,5,3,3,6,5,5,5,4,6,5,7,7,7,6,4,7,5,5,7,7,7,4,6,6,4,6,7,7,6,6,6,2,3,4,2,6,3,5,5,7,3,5,6,2,4,4,6,7,5,7,6,5,7,4,7,7,4,5,7,5,5,6,6,7,4,5,caucasian,33,male
R_1ocLZ6Eu9y2mjYw,humanlike,1,5,6,5,6,6,6,5,5,4,6,6,6,6,4,7,6,6,5,6,5,5,6,4,5,6,6,6,7,6,6,4,4,6,6,4,6,4,6,4,7,6,5,5,7,7,5,6,6,7,6,7,7,6,6,5,6,7,6,5,5,7,7,7,6,4,6,4,7,6,6,6,6,1,5,5,5,6,6,6,6,6,6,5,6,6,5,5,4,6,4,6,6,6,6,6,4,6,6,6,5,6,6,6,6,6,6,6,6,6,4,5,5,7,7,7,5,6,7,7,7,7,7,4,7,7,7,7,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,5,6,Asian,26,Male
R_2uCAu2xiakc5kyJ,humanlike,1,5,4,5,3,4,2,5,4,3,2,3,4,3,3,2,3,2,4,3,5,3,3,3,3,2,5,4,5,4,3,2,2,4,4,4,4,2,3,3,5,3,3,2,3,2,3,3,3,4,2,4,4,3,2,3,4,4,2,2,3,5,5,5,3,4,5,5,4,4,4,4,4,1,3,3,5,3,3,2,3,4,5,4,4,3,2,3,4,4,4,3,2,3,4,3,3,3,4,5,3,4,4,5,3,4,4,5,5,3,5,4,4,3,2,3,4,5,3,3,4,3,4,3,2,4,5,4,4,5,4,3,4,2,3,5,2,4,2,4,3,2,5,3,4,2,white american ,24,male
R_3OkR5NBShp7xXKe,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,black,32,female
R_11gAbOvsWwndQU8,humanlike,1,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,white,59,female
R_BudfRKkrnq10dgJ,humanlike,1,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,white,31,female
R_3FX33doLLBdAaAj,humanlike,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,7,6,6,6,4,7,7,7,5,7,7,6,7,3,4,7,7,7,7,7,7,7,7,7,7,7,4,6,7,7,7,7,6,7,7,7,7,7,7,5,7,6,7,7,6,5,7,5,7,1,7,7,6,7,7,7,7,7,5,6,7,6,7,7,7,7,5,6,2,6,2,3,5,5,5,4,7,5,4,4,3,5,5,7,6,7,7,7,7,7,7,7,7,6,6,7,7,7,7,4,3,2,2,3,4,4,3,4,4,2,7,5,3,4,3,6,4,6,2,5,2,3,Caucasian,34,Female
R_10YP6jo1K4w9prl,humanlike,1,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,6,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,White,33,Male
R_1mwMhDNPDCDXcTk,humanlike,1,4,7,4,7,6,7,5,4,4,4,3,4,5,4,6,6,5,5,5,6,3,6,2,7,5,5,5,2,6,4,2,4,5,6,2,4,3,3,4,7,6,6,3,5,7,7,6,6,7,3,5,5,3,4,4,3,4,4,4,3,7,6,4,6,3,4,3,5,5,4,3,4,1,6,4,4,5,6,6,4,5,2,4,5,5,6,5,5,6,5,4,6,6,2,6,5,7,6,5,6,4,6,5,3,5,5,6,5,7,4,3,5,6,2,5,5,4,5,7,4,4,5,3,5,2,1,5,6,3,5,4,5,2,4,7,5,5,3,4,5,5,6,3,3,4,White,35,Female
R_2pSsX4u7GROvLj2,humanlike,1,3,4,5,5,4,3,4,4,5,3,3,4,3,2,4,4,3,4,4,6,3,4,3,5,4,4,5,2,2,3,4,4,4,4,3,4,4,2,3,5,4,5,3,4,5,4,5,3,3,5,5,2,4,4,5,4,4,2,5,4,3,4,4,4,4,4,3,5,3,4,3,5,1,5,5,4,5,5,5,4,4,3,4,5,4,5,4,5,4,3,3,4,4,2,5,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5,4,5,4,3,4,3,4,2,5,4,4,4,3,3,5,2,3,5,4,5,4,5,4,4,3,4,3,5,4,4,White Caucasian ,35,Female
R_Uu1hnwgrsTgbVh7,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,6,7,6,7,7,7,6,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,6,6,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,caucasian,22,female
R_2WwlqLrzbhnXrgd,humanlike,1,7,7,7,7,7,6,5,4,6,7,6,6,4,6,6,7,6,7,6,7,6,4,6,6,6,7,6,7,7,6,6,5,5,6,4,6,4,4,7,7,7,7,7,7,7,7,7,5,7,5,7,7,6,6,6,7,7,7,7,5,7,7,7,6,6,6,5,6,7,6,3,6,1,6,7,7,6,6,7,7,6,5,7,6,6,7,5,6,7,6,7,5,7,7,6,7,5,7,6,7,7,7,7,5,7,7,7,7,7,7,7,5,7,6,7,7,7,7,7,7,5,6,6,5,5,7,5,6,6,7,7,7,6,6,6,5,7,6,7,7,7,6,7,6,7,White,25,Female
R_3LYIswck8MGZacN,humanlike,1,4,6,6,7,4,6,6,5,6,6,6,7,7,5,7,7,5,7,7,7,4,6,3,7,6,6,7,5,7,6,7,6,5,7,5,7,4,7,7,7,6,5,7,4,7,3,7,7,7,7,7,7,7,7,5,5,7,7,6,7,6,7,4,7,5,5,6,6,7,6,4,7,1,7,5,7,7,7,7,6,5,6,7,7,7,6,3,6,7,7,7,7,6,3,6,7,7,7,7,7,6,7,7,5,7,6,7,6,6,6,7,3,7,2,2,2,2,7,2,2,2,2,2,2,2,3,4,7,7,6,7,6,7,6,7,7,7,5,7,7,7,7,7,7,7,white,39,male
R_sUzPSDByt7mrRHH,humanlike,1,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,6,4,5,3,3,5,4,5,4,5,4,4,3,5,4,5,4,4,4,5,4,5,4,5,6,4,5,4,5,5,5,4,5,4,4,5,4,5,5,3,5,4,4,5,4,5,5,4,5,4,4,4,4,5,4,5,4,1,5,5,4,5,5,4,4,5,4,4,5,4,4,4,5,5,4,4,5,5,4,5,4,5,5,5,5,3,5,3,6,5,5,5,5,5,3,3,4,5,3,4,4,4,3,4,3,4,3,3,4,4,4,3,4,5,5,4,3,6,4,5,5,5,4,3,5,6,4,4,5,4,white,25,female
R_26btpvtB3bslscc,humanlike,1,2,1,1,1,1,1,3,1,1,1,2,4,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,2,2,2,3,7,2,7,2,7,7,2,7,6,5,4,3,3,1,3,4,2,4,4,5,7,6,4,3,7,6,4,7,4,3,3,6,5,6,5,2,1,2,2,1,2,1,2,3,2,2,1,2,3,4,2,1,2,2,3,2,2,1,2,2,4,2,1,2,2,2,1,2,2,1,2,1,2,4,5,5,6,6,3,6,2,5,3,2,6,5,2,3,1,2,2,2,4,1,4,6,2,4,5,3,4,4,4,3,6,6,6,5,2,White,24,Male
R_3D5QAYd1AeaP487,humanlike,1,5,6,7,6,4,5,4,6,5,2,5,5,6,4,2,5,6,5,6,6,2,7,3,4,6,7,4,7,5,7,5,5,7,6,4,5,6,3,6,4,6,6,5,4,6,6,6,5,5,2,7,4,5,5,5,6,5,4,4,3,7,3,6,5,2,4,3,7,2,5,4,3,1,6,7,7,5,4,7,3,3,2,5,2,3,4,5,3,4,6,4,6,5,5,6,5,5,6,6,5,3,5,2,4,3,6,3,6,4,7,3,5,7,6,2,3,2,5,3,3,5,7,5,5,6,6,6,4,3,6,6,4,3,4,6,6,5,3,5,5,4,3,5,4,5,white,34,female
R_2b2EOE6TSPVkaKk,humanlike,1,6,5,6,4,3,5,4,6,4,5,5,5,4,6,4,6,6,6,5,5,4,4,4,3,4,3,4,4,5,4,6,3,3,5,6,3,4,4,4,6,5,4,4,5,4,3,6,5,5,4,5,5,5,6,4,4,5,4,5,5,4,3,4,5,3,5,4,3,3,3,4,4,1,5,6,5,4,6,3,6,4,4,5,4,4,5,5,5,5,4,5,4,6,5,4,4,4,5,5,4,5,5,5,3,3,5,5,5,4,3,5,4,3,4,5,3,4,5,3,4,3,4,4,3,3,2,3,3,5,5,6,4,5,4,5,4,4,5,4,5,5,5,4,5,4,white,27,male
R_2YE7GWVp9ZiU39S,humanlike,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,6,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,1,2,3,3,2,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,2,2,2,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,5,3,3,4,2,3,3,3,2,3,3,2,3,latino,22,male
R_2ct4CZq976xhzEd,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,black,29,Male
R_qJH1uzBfFSFTsJz,humanlike,1,6,3,2,3,6,2,6,4,3,6,6,2,5,3,5,5,3,6,3,2,3,6,1,5,2,2,2,1,3,3,4,1,3,3,3,2,3,5,4,2,4,7,3,3,3,7,2,4,7,6,7,3,4,2,4,4,5,7,4,5,6,2,4,6,1,3,2,5,7,2,3,3,1,3,2,1,2,2,1,1,2,1,3,2,2,2,3,2,3,1,2,2,5,5,6,1,4,2,3,2,2,3,7,2,2,3,2,4,3,2,1,1,1,3,2,2,1,1,2,1,2,2,1,1,1,2,1,5,4,5,3,4,6,5,4,6,5,2,2,3,4,3,3,2,1,white,63,male
R_cuymMr5qqK9vZRL,humanlike,1,5,6,5,1,4,4,5,2,1,4,6,2,7,3,6,6,5,6,6,7,2,2,1,2,5,6,7,2,6,7,3,3,6,6,2,6,4,2,3,7,2,2,2,6,2,3,4,4,7,1,7,3,2,7,6,7,6,6,4,6,5,5,2,2,7,6,4,3,4,4,5,5,1,2,3,3,6,6,7,5,3,3,3,3,3,2,2,3,3,3,3,6,6,3,7,6,5,6,7,6,4,6,5,1,5,7,6,6,6,6,6,7,7,7,7,5,3,1,2,3,4,5,1,4,4,2,3,2,2,5,6,4,5,5,5,5,5,4,4,5,6,2,5,3,5,Hispanic,28,male
R_3G9bHZ1cA1BwKpI,humanlike,1,4,4,4,5,5,4,5,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,4,4,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,4,5,4,4,3,4,4,4,3,5,4,5,6,5,4,4,4,5,5,5,4,4,3,5,4,4,3,4,5,1,3,4,4,4,5,5,4,3,4,4,3,5,4,4,4,3,4,4,4,5,4,4,5,4,5,5,4,4,4,4,5,3,5,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,5,5,4,4,5,4,4,4,4,4,5,4,5,4,3,4,4,4,white,50,female
R_eEcIjMrCkukVfup,humanlike,1,4,2,4,5,3,2,3,1,2,2,1,2,2,2,5,4,4,3,3,5,5,3,1,5,6,4,5,2,5,4,5,5,5,3,4,7,4,2,3,6,6,6,6,3,6,3,4,2,3,1,3,2,2,2,5,1,4,2,2,3,5,5,4,5,3,5,3,5,3,3,3,6,1,4,3,4,4,4,3,2,2,1,1,1,3,2,4,5,4,2,1,3,4,3,5,1,4,4,5,5,2,4,3,2,5,5,4,4,5,2,1,1,5,1,3,1,2,2,2,2,1,1,1,2,2,1,1,2,2,4,2,3,1,5,2,2,1,1,2,2,3,2,4,3,4,white,39,female
R_3MQcwfJMgx7lZGV,humanlike,1,1,2,2,5,2,3,2,1,4,3,4,3,2,3,7,5,3,7,7,6,5,4,4,4,6,4,7,3,4,2,4,5,6,7,7,4,3,2,4,7,4,4,1,4,6,3,3,7,5,2,4,2,2,5,7,5,5,5,7,4,7,5,6,7,3,3,3,5,4,6,1,3,1,3,4,3,7,4,3,2,2,2,3,2,2,4,3,3,5,6,7,5,5,1,3,3,2,5,2,3,3,5,5,1,1,7,4,2,4,6,3,3,3,2,3,3,2,2,3,2,3,2,2,1,1,1,2,5,2,4,6,5,4,7,5,3,7,5,3,2,5,7,5,7,3,black,34,female
R_AjlQ1gaBPOtTlVn,humanlike,1,5,4,6,4,3,4,3,3,5,5,3,3,3,3,4,4,4,3,2,3,3,3,2,4,5,2,4,2,4,3,2,4,2,5,3,5,2,3,4,5,2,5,2,4,2,4,3,6,3,2,6,3,2,4,3,3,4,3,4,3,3,4,3,3,4,2,3,4,4,4,3,3,1,4,3,5,3,2,3,3,4,4,4,3,2,2,2,2,3,3,3,6,3,4,3,2,4,5,3,4,3,5,2,3,3,6,4,5,5,3,3,3,3,2,2,3,2,2,2,3,3,3,2,3,2,2,2,4,2,6,6,4,4,4,6,3,4,3,4,4,4,3,5,3,6,white,31,female
R_2PaQvXE2kxW3HEI,humanlike,1,4,4,3,5,3,6,4,4,5,5,6,4,5,3,3,3,3,2,6,5,3,3,2,5,4,4,3,4,5,4,2,5,5,5,3,6,7,2,4,5,4,4,4,5,3,5,7,4,3,3,3,7,2,3,5,6,5,3,5,4,5,4,2,4,4,3,2,6,5,3,5,5,1,2,3,3,4,5,5,3,3,2,3,6,6,5,4,5,3,4,5,2,3,3,4,5,2,4,5,3,3,4,4,3,5,3,4,3,2,6,5,5,6,6,5,3,4,5,5,5,4,6,4,5,5,3,5,4,3,2,4,2,5,4,3,4,4,4,3,5,4,3,3,5,2, Hispanic,22,male
R_3MarY2mSEAejpVw,humanlike,1,5,7,7,7,7,7,6,6,7,7,6,7,6,6,7,6,6,7,6,7,5,7,6,6,6,6,7,5,5,5,6,5,7,7,6,7,7,6,6,7,6,7,7,7,6,6,7,7,7,6,7,7,7,7,6,7,7,6,6,7,7,7,6,6,6,6,7,6,6,7,5,6,1,7,7,7,7,6,7,6,6,6,7,6,7,7,6,7,7,7,6,6,6,6,7,6,7,6,7,6,6,7,7,6,6,7,6,6,7,7,6,6,6,6,7,6,6,6,6,6,5,6,6,6,6,7,6,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,6,7,6,Caucasian,53,Male
R_12irmvdmu2A4xur,humanlike,1,7,6,5,6,6,7,6,4,5,7,5,6,7,5,6,6,6,3,7,7,5,7,5,7,6,6,5,4,7,5,5,7,6,7,5,6,5,4,5,7,3,7,6,6,7,6,6,6,7,7,5,7,7,7,7,6,7,6,6,6,7,7,5,7,5,6,5,7,7,6,5,6,1,7,5,5,6,7,7,4,4,3,5,4,5,5,5,5,6,5,6,4,6,5,6,4,6,5,6,5,5,7,4,3,7,4,4,4,6,6,3,5,4,5,7,6,6,7,7,7,6,5,4,4,5,3,5,6,7,5,6,6,4,7,7,4,7,4,5,5,6,5,6,7,4,white,53,male
R_3jeTztyK8A7sjVx,humanlike,1,5,6,7,6,6,6,7,6,6,6,7,7,7,7,7,7,7,5,6,6,7,6,6,6,7,7,7,6,7,6,7,7,7,7,6,7,7,5,6,7,5,7,6,6,7,7,7,7,7,7,6,6,7,7,6,5,7,6,6,5,7,6,6,7,6,6,6,6,7,6,6,7,1,6,7,6,7,7,7,6,7,7,6,6,7,6,6,6,7,6,6,6,6,6,7,6,7,6,6,6,6,6,5,6,6,7,7,6,7,6,4,6,6,5,6,5,6,7,5,6,5,6,4,3,5,3,5,6,6,6,6,6,6,7,5,5,4,5,7,4,4,6,5,6,7,caucasian,36,male
R_oYwVokbvaieSJvH,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,5,7,7,7,7,6,7,5,7,7,7,7,7,7,7,whiye,28,male
R_3dYBC9jerulQSwk,humanlike,1,7,7,6,7,7,7,6,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,7,7,7,7,7,7,7,7,5,7,7,7,5,7,6,7,7,7,7,7,7,6,7,6,7,7,6,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,1,7,7,7,7,7,6,6,6,5,7,7,7,6,6,7,7,7,6,6,6,4,7,6,7,7,7,6,6,7,6,5,6,7,7,6,7,6,6,6,6,6,5,5,5,7,7,5,7,7,5,5,5,5,6,6,5,7,6,5,6,7,7,7,7,6,7,7,7,6,5,6,6,white,43,male
R_eWKPpFBlHnYDcOt,humanlike,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,6,white,23,man
R_pLhlK0u7SWNC66B,humanlike,1,5,7,6,6,6,5,6,3,6,6,5,5,6,5,5,7,6,6,5,6,5,5,5,6,6,5,5,4,6,4,5,6,6,5,3,5,5,5,7,6,4,6,5,6,6,6,6,7,7,5,7,6,6,5,5,4,6,5,4,4,7,6,4,6,5,4,4,5,6,4,4,5,1,5,4,3,5,4,4,3,2,4,4,3,4,6,4,4,4,3,2,6,6,2,6,6,7,7,6,5,5,6,5,3,4,6,7,4,6,2,2,4,2,2,6,3,4,3,4,3,2,5,2,5,4,3,2,4,6,5,4,4,3,7,5,4,5,5,5,5,6,5,3,5,5,white,52,male
